model_tag,method,tier,family,metric,mean,ci_low,ci_high,n
mistral7b_v03,locked,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.011627906976744186,0.0,0.03488372093023256,86
qwen25_3b,conflict_audit,tier1,citation_vs_informativeness,OSR,0.30083333333333334,0.275,0.32666666666666666,1200
qwen25_3b,conflict_audit,tier1,citation_vs_informativeness,POR_C,0.40993788819875776,0.33540372670807456,0.484472049689441,161
qwen25_3b,conflict_audit,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,39
qwen25_3b,conflict_audit,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,39
qwen25_3b,conflict_audit,tier1,completeness_vs_concision,OSR,0.8683333333333333,0.8483333333333334,0.8866666666666667,1200
qwen25_3b,conflict_audit,tier1,completeness_vs_concision,POR_C,0.49899799599198397,0.467935871743487,0.530085170340681,998
qwen25_3b,conflict_audit,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,498
qwen25_3b,conflict_audit,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,498
qwen25_3b,conflict_audit,tier1,correctness_vs_fluency,OSR,0.3225,0.29583333333333334,0.3491666666666667,1200
qwen25_3b,conflict_audit,tier1,correctness_vs_fluency,POR_C,0.5697674418604651,0.5077519379844961,0.6317829457364341,258
qwen25_3b,conflict_audit,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,94
qwen25_3b,conflict_audit,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,94
qwen25_3b,conflict_audit,tier1,evidence_vs_confidence,OSR,0.8241666666666667,0.8025,0.845,1200
qwen25_3b,conflict_audit,tier1,evidence_vs_confidence,POR_C,0.5067985166872683,0.47342398022249693,0.5414091470951793,809
qwen25_3b,conflict_audit,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,386
qwen25_3b,conflict_audit,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,386
qwen25_3b,conflict_audit,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
qwen25_3b,conflict_audit,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
qwen25_3b,conflict_audit,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
qwen25_3b,conflict_audit,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
qwen25_3b,conflict_audit,tier1,substance_vs_format,OSR,0.4266666666666667,0.3983333333333333,0.45416666666666666,1200
qwen25_3b,conflict_audit,tier1,substance_vs_format,POR_C,0.7,0.6526315789473685,0.7447368421052631,380
qwen25_3b,conflict_audit,tier1,substance_vs_format,HHR,1.0,1.0,1.0,113
qwen25_3b,conflict_audit,tier1,substance_vs_format,RSR,0.0,0.0,0.0,113
qwen25_3b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.3075,0.27625,0.34,800
qwen25_3b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.508130081300813,0.44715447154471544,0.5691056910569106,246
qwen25_3b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,116
qwen25_3b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,116
qwen25_3b,context_forward,tier1,citation_vs_informativeness,OSR,0.8366666666666667,0.8066666666666666,0.865,600
qwen25_3b,context_forward,tier1,citation_vs_informativeness,POR_C,0.4552238805970149,0.4054726368159204,0.5049751243781094,402
qwen25_3b,context_forward,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,183
qwen25_3b,context_forward,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,183
qwen25_3b,context_forward,tier1,completeness_vs_concision,OSR,0.8583333333333333,0.83,0.885,600
qwen25_3b,context_forward,tier1,completeness_vs_concision,POR_C,0.5,0.456,0.544,500
qwen25_3b,context_forward,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,250
qwen25_3b,context_forward,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,250
qwen25_3b,context_forward,tier1,correctness_vs_fluency,OSR,0.6533333333333333,0.615,0.69,600
qwen25_3b,context_forward,tier1,correctness_vs_fluency,POR_C,0.53,0.47333333333333333,0.5866666666666667,300
qwen25_3b,context_forward,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,131
qwen25_3b,context_forward,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,131
qwen25_3b,context_forward,tier1,evidence_vs_confidence,OSR,0.9266666666666666,0.905,0.9466666666666667,600
qwen25_3b,context_forward,tier1,evidence_vs_confidence,POR_C,0.5305676855895196,0.4847161572052402,0.574235807860262,458
qwen25_3b,context_forward,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,215
qwen25_3b,context_forward,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,215
qwen25_3b,context_forward,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,600
qwen25_3b,context_forward,tier1,safety_vs_helpfulness,POR_C,0.5,0.456,0.544,500
qwen25_3b,context_forward,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
qwen25_3b,context_forward,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
qwen25_3b,context_forward,tier1,substance_vs_format,OSR,0.9316666666666666,0.911625,0.9516666666666667,600
qwen25_3b,context_forward,tier1,substance_vs_format,POR_C,0.4989293361884368,0.4539614561027837,0.5438972162740899,467
qwen25_3b,context_forward,tier1,substance_vs_format,HHR,1.0,1.0,1.0,232
qwen25_3b,context_forward,tier1,substance_vs_format,RSR,0.0,0.0,0.0,232
qwen25_3b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.3025,0.26,0.3475,400
qwen25_3b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5289256198347108,0.4380165289256198,0.6115702479338843,121
qwen25_3b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,52
qwen25_3b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,52
qwen25_3b,decomposed,tier1,citation_vs_informativeness,OSR,0.5316666666666666,0.49166666666666664,0.5716666666666667,600
qwen25_3b,decomposed,tier1,citation_vs_informativeness,POR_C,1.0,1.0,1.0,219
qwen25_3b,decomposed,tier1,citation_vs_informativeness,HHR,,,,0
qwen25_3b,decomposed,tier1,citation_vs_informativeness,RSR,,,,0
qwen25_3b,decomposed,tier1,completeness_vs_concision,OSR,0.31666666666666665,0.28,0.355,600
qwen25_3b,decomposed,tier1,completeness_vs_concision,POR_C,0.061224489795918366,0.027210884353741496,0.10204081632653061,147
qwen25_3b,decomposed,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,9
qwen25_3b,decomposed,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,9
qwen25_3b,decomposed,tier1,correctness_vs_fluency,OSR,0.5483333333333333,0.5083333333333333,0.5883333333333334,600
qwen25_3b,decomposed,tier1,correctness_vs_fluency,POR_C,0.6576923076923077,0.6,0.7153846153846154,260
qwen25_3b,decomposed,tier1,correctness_vs_fluency,HHR,0.8941176470588236,0.8235294117647058,0.9529411764705882,85
qwen25_3b,decomposed,tier1,correctness_vs_fluency,RSR,0.10588235294117647,0.047058823529411764,0.17647058823529413,85
qwen25_3b,decomposed,tier1,evidence_vs_confidence,OSR,0.885,0.8583333333333333,0.91,600
qwen25_3b,decomposed,tier1,evidence_vs_confidence,POR_C,0.5377969762419006,0.4924406047516199,0.5831533477321814,463
qwen25_3b,decomposed,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,214
qwen25_3b,decomposed,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,214
qwen25_3b,decomposed,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,600
qwen25_3b,decomposed,tier1,safety_vs_helpfulness,POR_C,0.5,0.456,0.544,500
qwen25_3b,decomposed,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
qwen25_3b,decomposed,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
qwen25_3b,decomposed,tier1,substance_vs_format,OSR,0.92,0.8983333333333333,0.94,600
qwen25_3b,decomposed,tier1,substance_vs_format,POR_C,0.5216450216450217,0.47619047619047616,0.5670995670995671,462
qwen25_3b,decomposed,tier1,substance_vs_format,HHR,0.9910313901345291,0.9775784753363229,1.0,223
qwen25_3b,decomposed,tier1,substance_vs_format,RSR,0.008968609865470852,0.0,0.02242152466367713,223
qwen25_3b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.3025,0.2575,0.35,400
qwen25_3b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5289256198347108,0.4380165289256198,0.6198347107438017,121
qwen25_3b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,40
qwen25_3b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,40
qwen25_3b,direct,tier1,citation_vs_informativeness,OSR,0.16666666666666666,0.14583333333333334,0.18833333333333332,1200
qwen25_3b,direct,tier1,citation_vs_informativeness,POR_C,,,,0
qwen25_3b,direct,tier1,citation_vs_informativeness,HHR,,,,0
qwen25_3b,direct,tier1,citation_vs_informativeness,RSR,,,,0
qwen25_3b,direct,tier1,completeness_vs_concision,OSR,0.7583333333333333,0.7341666666666666,0.7825,1200
qwen25_3b,direct,tier1,completeness_vs_concision,POR_C,0.5254988913525499,0.4933481152993348,0.5587583148558758,902
qwen25_3b,direct,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,422
qwen25_3b,direct,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,422
qwen25_3b,direct,tier1,correctness_vs_fluency,OSR,0.44666666666666666,0.41833333333333333,0.475,1200
qwen25_3b,direct,tier1,correctness_vs_fluency,POR_C,0.7102564102564103,0.6641025641025641,0.7538461538461538,390
qwen25_3b,direct,tier1,correctness_vs_fluency,HHR,0.907563025210084,0.8487394957983193,0.957983193277311,119
qwen25_3b,direct,tier1,correctness_vs_fluency,RSR,0.09243697478991597,0.04201680672268908,0.15126050420168066,119
qwen25_3b,direct,tier1,evidence_vs_confidence,OSR,0.8983333333333333,0.8808333333333334,0.915,1200
qwen25_3b,direct,tier1,evidence_vs_confidence,POR_C,0.5144766146993318,0.4821826280623608,0.5478841870824054,898
qwen25_3b,direct,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,435
qwen25_3b,direct,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,435
qwen25_3b,direct,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
qwen25_3b,direct,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
qwen25_3b,direct,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
qwen25_3b,direct,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
qwen25_3b,direct,tier1,substance_vs_format,OSR,0.6941666666666667,0.6691666666666667,0.72,1200
qwen25_3b,direct,tier1,substance_vs_format,POR_C,0.5283018867924528,0.4919137466307278,0.5646900269541779,742
qwen25_3b,direct,tier1,substance_vs_format,HHR,1.0,1.0,1.0,346
qwen25_3b,direct,tier1,substance_vs_format,RSR,0.0,0.0,0.0,346
qwen25_3b,direct,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.295,0.26375,0.3275,800
qwen25_3b,direct,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5169491525423728,0.4533898305084746,0.5805084745762712,236
qwen25_3b,direct,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.9787234042553191,0.9468085106382979,1.0,94
qwen25_3b,direct,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,94
qwen25_3b,locked,tier1,citation_vs_informativeness,OSR,0.5833333333333334,0.5558124999999999,0.6108333333333333,1200
qwen25_3b,locked,tier1,citation_vs_informativeness,POR_C,0.44013490725126475,0.3996627318718381,0.47892074198988194,593
qwen25_3b,locked,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,235
qwen25_3b,locked,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,235
qwen25_3b,locked,tier1,completeness_vs_concision,OSR,0.7991666666666667,0.7766666666666666,0.8216666666666667,1200
qwen25_3b,locked,tier1,completeness_vs_concision,POR_C,0.4984358706986444,0.46715328467153283,0.529718456725756,959
qwen25_3b,locked,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,463
qwen25_3b,locked,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,463
qwen25_3b,locked,tier1,correctness_vs_fluency,OSR,0.21916666666666668,0.19583333333333333,0.2425,1200
qwen25_3b,locked,tier1,correctness_vs_fluency,POR_C,0.6956521739130435,0.6304347826086957,0.7608695652173914,184
qwen25_3b,locked,tier1,correctness_vs_fluency,HHR,0.9636363636363636,0.9090909090909091,1.0,55
qwen25_3b,locked,tier1,correctness_vs_fluency,RSR,0.03636363636363636,0.0,0.09090909090909091,55
qwen25_3b,locked,tier1,evidence_vs_confidence,OSR,0.6041666666666666,0.5766666666666667,0.6316666666666667,1200
qwen25_3b,locked,tier1,evidence_vs_confidence,POR_C,0.492776886035313,0.45264847512038525,0.5313001605136437,623
qwen25_3b,locked,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,255
qwen25_3b,locked,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,255
qwen25_3b,locked,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
qwen25_3b,locked,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
qwen25_3b,locked,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
qwen25_3b,locked,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
qwen25_3b,locked,tier1,substance_vs_format,OSR,0.25666666666666665,0.23166666666666666,0.2808333333333333,1200
qwen25_3b,locked,tier1,substance_vs_format,POR_C,0.583941605839416,0.5255474452554745,0.6423357664233577,274
qwen25_3b,locked,tier1,substance_vs_format,HHR,1.0,1.0,1.0,103
qwen25_3b,locked,tier1,substance_vs_format,RSR,0.0,0.0,0.0,103
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.19375,0.16625,0.2225,800
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.49032258064516127,0.4129032258064516,0.567741935483871,155
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,64
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,64
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,OSR,0.9091666666666667,0.8925,0.925,1200
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,POR_C,0.5611672278338945,0.5286195286195287,0.5937149270482603,891
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,391
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,391
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,OSR,0.875,0.8558333333333333,0.8933333333333333,1200
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,POR_C,0.5882352941176471,0.5541176470588235,0.6211764705882353,850
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,350
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,350
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,OSR,0.6191666666666666,0.5916666666666667,0.6466666666666666,1200
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,POR_C,0.569060773480663,0.5267034990791897,0.6114180478821363,543
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,HHR,0.9790794979079498,0.9581589958158996,0.99581589958159,239
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,RSR,0.02092050209205021,0.0041841004184100415,0.04184100418410042,239
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,OSR,0.9925,0.9875,0.9966666666666667,1200
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,POR_C,0.5005025125628141,0.47035175879396984,0.5316582914572864,995
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,497
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,497
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
qwen25_7b,conflict_audit,tier1,substance_vs_format,OSR,0.6966666666666667,0.6708333333333333,0.7216666666666667,1200
qwen25_7b,conflict_audit,tier1,substance_vs_format,POR_C,0.5978593272171254,0.5596330275229358,0.636085626911315,654
qwen25_7b,conflict_audit,tier1,substance_vs_format,HHR,0.9704797047970479,0.948339483394834,0.988929889298893,271
qwen25_7b,conflict_audit,tier1,substance_vs_format,RSR,0.02952029520295203,0.01107011070110701,0.05166051660516605,271
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.70125,0.67,0.7325,800
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5026737967914439,0.46167557932263814,0.5436720142602496,561
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,254
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,254
qwen25_7b,context_forward,tier1,citation_vs_informativeness,OSR,0.5833333333333334,0.5433333333333333,0.6233333333333333,600
qwen25_7b,context_forward,tier1,citation_vs_informativeness,POR_C,1.0,1.0,1.0,250
qwen25_7b,context_forward,tier1,citation_vs_informativeness,HHR,,,,0
qwen25_7b,context_forward,tier1,citation_vs_informativeness,RSR,,,,0
qwen25_7b,context_forward,tier1,completeness_vs_concision,OSR,0.14166666666666666,0.115,0.17,600
qwen25_7b,context_forward,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,2
qwen25_7b,context_forward,tier1,completeness_vs_concision,HHR,,,,0
qwen25_7b,context_forward,tier1,completeness_vs_concision,RSR,,,,0
qwen25_7b,context_forward,tier1,correctness_vs_fluency,OSR,0.6633333333333333,0.6266666666666667,0.7,600
qwen25_7b,context_forward,tier1,correctness_vs_fluency,POR_C,0.8795986622073578,0.842809364548495,0.9163879598662207,299
qwen25_7b,context_forward,tier1,correctness_vs_fluency,HHR,0.5070422535211268,0.39436619718309857,0.6197183098591549,71
qwen25_7b,context_forward,tier1,correctness_vs_fluency,RSR,0.49295774647887325,0.38028169014084506,0.6056338028169014,71
qwen25_7b,context_forward,tier1,evidence_vs_confidence,OSR,0.99,0.9816666666666667,0.9966666666666667,600
qwen25_7b,context_forward,tier1,evidence_vs_confidence,POR_C,0.5,0.4576612903225806,0.5443548387096774,496
qwen25_7b,context_forward,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,247
qwen25_7b,context_forward,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,247
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,600
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,POR_C,0.5,0.456,0.544,500
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
qwen25_7b,context_forward,tier1,substance_vs_format,OSR,0.7633333333333333,0.7283333333333334,0.7966666666666666,600
qwen25_7b,context_forward,tier1,substance_vs_format,POR_C,0.7272727272727273,0.6804407713498623,0.7713498622589532,363
qwen25_7b,context_forward,tier1,substance_vs_format,HHR,0.8114754098360656,0.7377049180327869,0.8770491803278688,122
qwen25_7b,context_forward,tier1,substance_vs_format,RSR,0.1885245901639344,0.12295081967213115,0.26229508196721313,122
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.6175,0.57,0.665,400
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5060728744939271,0.44534412955465585,0.5668016194331984,247
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,104
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,104
qwen25_7b,decomposed,tier1,citation_vs_informativeness,OSR,0.5833333333333334,0.5433333333333333,0.6233333333333333,600
qwen25_7b,decomposed,tier1,citation_vs_informativeness,POR_C,1.0,1.0,1.0,250
qwen25_7b,decomposed,tier1,citation_vs_informativeness,HHR,,,,0
qwen25_7b,decomposed,tier1,citation_vs_informativeness,RSR,,,,0
qwen25_7b,decomposed,tier1,completeness_vs_concision,OSR,0.14166666666666666,0.115,0.17,600
qwen25_7b,decomposed,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,2
qwen25_7b,decomposed,tier1,completeness_vs_concision,HHR,,,,0
qwen25_7b,decomposed,tier1,completeness_vs_concision,RSR,,,,0
qwen25_7b,decomposed,tier1,correctness_vs_fluency,OSR,0.6583333333333333,0.62,0.695,600
qwen25_7b,decomposed,tier1,correctness_vs_fluency,POR_C,0.8885135135135135,0.8513513513513513,0.9222972972972973,296
qwen25_7b,decomposed,tier1,correctness_vs_fluency,HHR,0.4852941176470588,0.36764705882352944,0.6029411764705882,68
qwen25_7b,decomposed,tier1,correctness_vs_fluency,RSR,0.5147058823529411,0.39705882352941174,0.6323529411764706,68
qwen25_7b,decomposed,tier1,evidence_vs_confidence,OSR,0.9883333333333333,0.98,0.9966666666666667,600
qwen25_7b,decomposed,tier1,evidence_vs_confidence,POR_C,0.498989898989899,0.45454545454545453,0.5434343434343434,495
qwen25_7b,decomposed,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,246
qwen25_7b,decomposed,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,246
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,600
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,POR_C,0.5,0.456,0.544,500
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
qwen25_7b,decomposed,tier1,substance_vs_format,OSR,0.75,0.715,0.785,600
qwen25_7b,decomposed,tier1,substance_vs_format,POR_C,0.7183098591549296,0.6704225352112676,0.7633802816901408,355
qwen25_7b,decomposed,tier1,substance_vs_format,HHR,0.8620689655172413,0.8017241379310345,0.9224137931034483,116
qwen25_7b,decomposed,tier1,substance_vs_format,RSR,0.13793103448275862,0.07758620689655173,0.19827586206896552,116
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.615,0.5675,0.6625,400
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5040650406504065,0.43902439024390244,0.5650406504065041,246
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,103
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,103
qwen25_7b,direct,tier1,citation_vs_informativeness,OSR,0.5833333333333334,0.555,0.6108333333333333,1200
qwen25_7b,direct,tier1,citation_vs_informativeness,POR_C,1.0,1.0,1.0,500
qwen25_7b,direct,tier1,citation_vs_informativeness,HHR,,,,0
qwen25_7b,direct,tier1,citation_vs_informativeness,RSR,,,,0
qwen25_7b,direct,tier1,completeness_vs_concision,OSR,0.5383333333333333,0.51,0.5666666666666667,1200
qwen25_7b,direct,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,446
qwen25_7b,direct,tier1,completeness_vs_concision,HHR,0.0,0.0,0.0,7
qwen25_7b,direct,tier1,completeness_vs_concision,RSR,1.0,1.0,1.0,7
qwen25_7b,direct,tier1,correctness_vs_fluency,OSR,0.6675,0.6408333333333334,0.6941666666666667,1200
qwen25_7b,direct,tier1,correctness_vs_fluency,POR_C,0.6981757877280266,0.6616915422885572,0.7346600331674958,603
qwen25_7b,direct,tier1,correctness_vs_fluency,HHR,0.8198198198198198,0.7657657657657657,0.8693693693693694,222
qwen25_7b,direct,tier1,correctness_vs_fluency,RSR,0.18018018018018017,0.13063063063063063,0.23423423423423423,222
qwen25_7b,direct,tier1,evidence_vs_confidence,OSR,0.9966666666666667,0.9933333333333333,0.9991666666666666,1200
qwen25_7b,direct,tier1,evidence_vs_confidence,POR_C,0.501002004008016,0.4709418837675351,0.5320641282565131,998
qwen25_7b,direct,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,498
qwen25_7b,direct,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,498
qwen25_7b,direct,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
qwen25_7b,direct,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
qwen25_7b,direct,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
qwen25_7b,direct,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
qwen25_7b,direct,tier1,substance_vs_format,OSR,0.795,0.7716666666666666,0.8175,1200
qwen25_7b,direct,tier1,substance_vs_format,POR_C,0.6101694915254238,0.5749674054758801,0.6453715775749674,767
qwen25_7b,direct,tier1,substance_vs_format,HHR,0.9767441860465116,0.9601328903654485,0.9901162790697663,301
qwen25_7b,direct,tier1,substance_vs_format,RSR,0.023255813953488372,0.009883720930232633,0.03986710963455149,301
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.7125,0.68125,0.74375,800
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.512280701754386,0.47017543859649125,0.5543859649122806,570
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.996031746031746,0.9880952380952381,1.0,252
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.003968253968253968,0.0,0.011904761904761904,252
qwen25_7b,locked,tier1,citation_vs_informativeness,OSR,0.5833333333333334,0.555,0.6108333333333333,1200
qwen25_7b,locked,tier1,citation_vs_informativeness,POR_C,1.0,1.0,1.0,500
qwen25_7b,locked,tier1,citation_vs_informativeness,HHR,,,,0
qwen25_7b,locked,tier1,citation_vs_informativeness,RSR,,,,0
qwen25_7b,locked,tier1,completeness_vs_concision,OSR,0.7308333333333333,0.7058333333333333,0.7558333333333334,1200
qwen25_7b,locked,tier1,completeness_vs_concision,POR_C,0.983751846381093,0.9734121122599705,0.9926144756277696,677
qwen25_7b,locked,tier1,completeness_vs_concision,HHR,0.06179775280898876,0.028089887640449437,0.10112359550561797,178
qwen25_7b,locked,tier1,completeness_vs_concision,RSR,0.9382022471910112,0.898876404494382,0.9719101123595506,178
qwen25_7b,locked,tier1,correctness_vs_fluency,OSR,0.6375,0.61,0.665,1200
qwen25_7b,locked,tier1,correctness_vs_fluency,POR_C,0.6548672566371682,0.6159292035398231,0.6938053097345133,565
qwen25_7b,locked,tier1,correctness_vs_fluency,HHR,0.8904109589041096,0.8493150684931506,0.9315068493150684,219
qwen25_7b,locked,tier1,correctness_vs_fluency,RSR,0.1095890410958904,0.0684931506849315,0.1506849315068493,219
qwen25_7b,locked,tier1,evidence_vs_confidence,OSR,0.9916666666666667,0.9858333333333333,0.9966666666666667,1200
