model_tag,method,item_id,tier,source,family,paraphrase_id,pred_a_over_b,pred_b_over_a,same_candidate_under_reversal,correct_priority_reversal
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00039,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00039,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00040,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00040,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00041,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00041,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00042,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00043,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00043,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00044,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00045,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00046,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00046,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00047,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00047,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00048,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00049,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00049,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00050,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00050,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00051,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00051,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00052,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00052,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00053,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00053,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00054,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00055,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00055,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00056,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00056,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00057,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00057,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00058,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00059,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00059,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00060,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00060,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00061,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00061,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00062,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00062,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00063,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00063,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00064,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00065,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00065,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00066,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00066,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00067,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00068,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00069,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00069,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00070,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00071,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00071,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00072,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00074,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00075,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00075,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00076,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00077,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00078,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00079,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00079,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00081,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00083,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00083,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00084,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00084,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00085,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00085,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00087,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00088,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00088,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00089,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00090,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00090,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00091,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00091,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00092,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00092,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00093,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00094,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00094,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00095,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00095,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00096,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00096,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00097,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00097,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00098,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00099,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00099,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00100,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00100,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00101,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00101,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00102,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00103,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00103,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00104,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00105,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00106,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00106,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00107,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00108,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00108,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00109,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00111,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00111,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00112,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00112,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00113,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00114,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00114,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00115,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00115,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00116,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00116,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00117,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00118,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00118,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00119,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00119,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00120,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00120,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00121,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00121,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00122,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00122,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00123,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00123,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00124,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00124,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00125,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00125,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00126,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00126,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00127,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00127,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00128,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00128,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00129,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00130,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00130,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00131,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00131,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00132,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00132,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00133,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00133,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00134,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00134,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00135,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00136,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00136,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00137,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00137,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00138,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00138,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00139,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00139,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00140,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00140,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00141,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00142,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00142,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00143,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00144,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00144,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00145,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00145,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00146,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00146,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00147,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00147,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00148,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00149,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00149,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00150,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00150,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00151,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00152,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00152,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00153,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00153,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00154,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00154,tier1,constructed_cpo,substance_vs_format,1,candidate_2,candidate_2,1,0
mistral7b_v03,conflict_audit,tier1_substance_vs_format_conflict_00155,tier1,constructed_cpo,substance_vs_format,0,candidate_2,candidate_2,1,0
