model_tag,method,tier,family,metric,mean,ci_low,ci_high,n
qwen25_3b,locked,tier1,completeness_vs_concision,PAIRED_RETENTION,0.926,0.902,0.948,500
qwen25_3b,locked,tier1,completeness_vs_concision,PAIRED_POR_C,0.5,0.5,0.5,463
qwen25_3b,locked,tier1,completeness_vs_concision,PAIRED_HHR,1.0,1.0,1.0,463
qwen25_3b,locked,tier1,completeness_vs_concision,PAIRED_RSR,0.0,0.0,0.0,463
qwen25_3b,locked,tier1,correctness_vs_fluency,PAIRED_RETENTION,0.11,0.082,0.138,500
qwen25_3b,locked,tier1,correctness_vs_fluency,PAIRED_POR_C,0.5181818181818182,0.5,0.5454545454545454,55
qwen25_3b,locked,tier1,correctness_vs_fluency,PAIRED_HHR,0.9636363636363636,0.9090909090909091,1.0,55
qwen25_3b,locked,tier1,correctness_vs_fluency,PAIRED_RSR,0.03636363636363636,0.0,0.09090909090909091,55
qwen25_3b,locked,tier1,evidence_vs_confidence,PAIRED_RETENTION,0.51,0.466,0.554,500
qwen25_3b,locked,tier1,evidence_vs_confidence,PAIRED_POR_C,0.5,0.5,0.5,255
qwen25_3b,locked,tier1,evidence_vs_confidence,PAIRED_HHR,1.0,1.0,1.0,255
qwen25_3b,locked,tier1,evidence_vs_confidence,PAIRED_RSR,0.0,0.0,0.0,255
qwen25_3b,locked,tier1,safety_vs_helpfulness,PAIRED_RETENTION,1.0,1.0,1.0,500
qwen25_3b,locked,tier1,safety_vs_helpfulness,PAIRED_POR_C,0.5,0.5,0.5,500
qwen25_3b,locked,tier1,safety_vs_helpfulness,PAIRED_HHR,1.0,1.0,1.0,500
qwen25_3b,locked,tier1,safety_vs_helpfulness,PAIRED_RSR,0.0,0.0,0.0,500
qwen25_3b,locked,tier1,substance_vs_format,PAIRED_RETENTION,0.206,0.17,0.242,500
qwen25_3b,locked,tier1,substance_vs_format,PAIRED_POR_C,0.5,0.5,0.5,103
qwen25_3b,locked,tier1,substance_vs_format,PAIRED_HHR,1.0,1.0,1.0,103
qwen25_3b,locked,tier1,substance_vs_format,PAIRED_RSR,0.0,0.0,0.0,103
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RETENTION,0.16,0.125,0.1975,400
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_POR_C,0.5,0.5,0.5,64
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_HHR,1.0,1.0,1.0,64
qwen25_3b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RSR,0.0,0.0,0.0,64
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,PAIRED_RETENTION,0.782,0.746,0.818,500
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,PAIRED_POR_C,0.5,0.5,0.5,391
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,PAIRED_HHR,1.0,1.0,1.0,391
qwen25_7b,conflict_audit,tier1,citation_vs_informativeness,PAIRED_RSR,0.0,0.0,0.0,391
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,PAIRED_RETENTION,0.7,0.66,0.74,500
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,PAIRED_POR_C,0.5,0.5,0.5,350
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,PAIRED_HHR,1.0,1.0,1.0,350
qwen25_7b,conflict_audit,tier1,completeness_vs_concision,PAIRED_RSR,0.0,0.0,0.0,350
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,PAIRED_RETENTION,0.478,0.434,0.522,500
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,PAIRED_POR_C,0.5104602510460251,0.502092050209205,0.5209205020920502,239
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,PAIRED_HHR,0.9790794979079498,0.9581589958158996,0.99581589958159,239
qwen25_7b,conflict_audit,tier1,correctness_vs_fluency,PAIRED_RSR,0.02092050209205021,0.0041841004184100415,0.04184100418410042,239
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,PAIRED_RETENTION,0.994,0.986,1.0,500
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,PAIRED_POR_C,0.5,0.5,0.5,497
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,PAIRED_HHR,1.0,1.0,1.0,497
qwen25_7b,conflict_audit,tier1,evidence_vs_confidence,PAIRED_RSR,0.0,0.0,0.0,497
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,PAIRED_RETENTION,1.0,1.0,1.0,500
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,PAIRED_POR_C,0.5,0.5,0.5,500
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,PAIRED_HHR,1.0,1.0,1.0,500
qwen25_7b,conflict_audit,tier1,safety_vs_helpfulness,PAIRED_RSR,0.0,0.0,0.0,500
qwen25_7b,conflict_audit,tier1,substance_vs_format,PAIRED_RETENTION,0.542,0.498,0.586,500
qwen25_7b,conflict_audit,tier1,substance_vs_format,PAIRED_POR_C,0.514760147601476,0.5055350553505535,0.525830258302583,271
qwen25_7b,conflict_audit,tier1,substance_vs_format,PAIRED_HHR,0.9704797047970479,0.948339483394834,0.988929889298893,271
qwen25_7b,conflict_audit,tier1,substance_vs_format,PAIRED_RSR,0.02952029520295203,0.01107011070110701,0.05166051660516605,271
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RETENTION,0.635,0.585,0.6825,400
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_POR_C,0.5,0.5,0.5,254
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_HHR,1.0,1.0,1.0,254
qwen25_7b,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RSR,0.0,0.0,0.0,254
qwen25_7b,context_forward,tier1,citation_vs_informativeness,PAIRED_RETENTION,0.0,0.0,0.0,250
qwen25_7b,context_forward,tier1,citation_vs_informativeness,PAIRED_POR_C,,,,0
qwen25_7b,context_forward,tier1,citation_vs_informativeness,PAIRED_HHR,,,,0
qwen25_7b,context_forward,tier1,citation_vs_informativeness,PAIRED_RSR,,,,0
qwen25_7b,context_forward,tier1,completeness_vs_concision,PAIRED_RETENTION,0.0,0.0,0.0,250
qwen25_7b,context_forward,tier1,completeness_vs_concision,PAIRED_POR_C,,,,0
qwen25_7b,context_forward,tier1,completeness_vs_concision,PAIRED_HHR,,,,0
qwen25_7b,context_forward,tier1,completeness_vs_concision,PAIRED_RSR,,,,0
qwen25_7b,context_forward,tier1,correctness_vs_fluency,PAIRED_RETENTION,0.284,0.228,0.344,250
qwen25_7b,context_forward,tier1,correctness_vs_fluency,PAIRED_POR_C,0.7464788732394366,0.6901408450704225,0.8028169014084507,71
qwen25_7b,context_forward,tier1,correctness_vs_fluency,PAIRED_HHR,0.5070422535211268,0.39436619718309857,0.6197183098591549,71
qwen25_7b,context_forward,tier1,correctness_vs_fluency,PAIRED_RSR,0.49295774647887325,0.38028169014084506,0.6056338028169014,71
qwen25_7b,context_forward,tier1,evidence_vs_confidence,PAIRED_RETENTION,0.988,0.972,1.0,250
qwen25_7b,context_forward,tier1,evidence_vs_confidence,PAIRED_POR_C,0.5,0.5,0.5,247
qwen25_7b,context_forward,tier1,evidence_vs_confidence,PAIRED_HHR,1.0,1.0,1.0,247
qwen25_7b,context_forward,tier1,evidence_vs_confidence,PAIRED_RSR,0.0,0.0,0.0,247
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,PAIRED_RETENTION,1.0,1.0,1.0,250
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,PAIRED_POR_C,0.5,0.5,0.5,250
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,PAIRED_HHR,1.0,1.0,1.0,250
qwen25_7b,context_forward,tier1,safety_vs_helpfulness,PAIRED_RSR,0.0,0.0,0.0,250
qwen25_7b,context_forward,tier1,substance_vs_format,PAIRED_RETENTION,0.488,0.424,0.548,250
qwen25_7b,context_forward,tier1,substance_vs_format,PAIRED_POR_C,0.5942622950819673,0.5614754098360656,0.6311475409836066,122
qwen25_7b,context_forward,tier1,substance_vs_format,PAIRED_HHR,0.8114754098360656,0.7377049180327869,0.8770491803278688,122
qwen25_7b,context_forward,tier1,substance_vs_format,PAIRED_RSR,0.1885245901639344,0.12295081967213115,0.26229508196721313,122
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RETENTION,0.52,0.45,0.59,200
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_POR_C,0.5,0.5,0.5,104
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_HHR,1.0,1.0,1.0,104
qwen25_7b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RSR,0.0,0.0,0.0,104
qwen25_7b,decomposed,tier1,citation_vs_informativeness,PAIRED_RETENTION,0.0,0.0,0.0,250
qwen25_7b,decomposed,tier1,citation_vs_informativeness,PAIRED_POR_C,,,,0
qwen25_7b,decomposed,tier1,citation_vs_informativeness,PAIRED_HHR,,,,0
qwen25_7b,decomposed,tier1,citation_vs_informativeness,PAIRED_RSR,,,,0
qwen25_7b,decomposed,tier1,completeness_vs_concision,PAIRED_RETENTION,0.0,0.0,0.0,250
qwen25_7b,decomposed,tier1,completeness_vs_concision,PAIRED_POR_C,,,,0
qwen25_7b,decomposed,tier1,completeness_vs_concision,PAIRED_HHR,,,,0
qwen25_7b,decomposed,tier1,completeness_vs_concision,PAIRED_RSR,,,,0
qwen25_7b,decomposed,tier1,correctness_vs_fluency,PAIRED_RETENTION,0.272,0.2199000000000001,0.328,250
qwen25_7b,decomposed,tier1,correctness_vs_fluency,PAIRED_POR_C,0.7573529411764706,0.6985294117647058,0.8161764705882353,68
qwen25_7b,decomposed,tier1,correctness_vs_fluency,PAIRED_HHR,0.4852941176470588,0.36764705882352944,0.6029411764705882,68
qwen25_7b,decomposed,tier1,correctness_vs_fluency,PAIRED_RSR,0.5147058823529411,0.39705882352941174,0.6323529411764706,68
qwen25_7b,decomposed,tier1,evidence_vs_confidence,PAIRED_RETENTION,0.984,0.968,0.996,250
qwen25_7b,decomposed,tier1,evidence_vs_confidence,PAIRED_POR_C,0.5,0.5,0.5,246
qwen25_7b,decomposed,tier1,evidence_vs_confidence,PAIRED_HHR,1.0,1.0,1.0,246
qwen25_7b,decomposed,tier1,evidence_vs_confidence,PAIRED_RSR,0.0,0.0,0.0,246
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,PAIRED_RETENTION,1.0,1.0,1.0,250
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,PAIRED_POR_C,0.5,0.5,0.5,250
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,PAIRED_HHR,1.0,1.0,1.0,250
qwen25_7b,decomposed,tier1,safety_vs_helpfulness,PAIRED_RSR,0.0,0.0,0.0,250
qwen25_7b,decomposed,tier1,substance_vs_format,PAIRED_RETENTION,0.464,0.404,0.524,250
qwen25_7b,decomposed,tier1,substance_vs_format,PAIRED_POR_C,0.5689655172413793,0.5387931034482759,0.5991379310344828,116
qwen25_7b,decomposed,tier1,substance_vs_format,PAIRED_HHR,0.8620689655172413,0.8017241379310345,0.9224137931034483,116
qwen25_7b,decomposed,tier1,substance_vs_format,PAIRED_RSR,0.13793103448275862,0.07758620689655173,0.19827586206896552,116
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RETENTION,0.515,0.445,0.585,200
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_POR_C,0.5,0.5,0.5,103
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_HHR,1.0,1.0,1.0,103
qwen25_7b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RSR,0.0,0.0,0.0,103
qwen25_7b,direct,tier1,citation_vs_informativeness,PAIRED_RETENTION,0.0,0.0,0.0,500
qwen25_7b,direct,tier1,citation_vs_informativeness,PAIRED_POR_C,,,,0
qwen25_7b,direct,tier1,citation_vs_informativeness,PAIRED_HHR,,,,0
qwen25_7b,direct,tier1,citation_vs_informativeness,PAIRED_RSR,,,,0
qwen25_7b,direct,tier1,completeness_vs_concision,PAIRED_RETENTION,0.014,0.004,0.024049999999999273,500
qwen25_7b,direct,tier1,completeness_vs_concision,PAIRED_POR_C,1.0,1.0,1.0,7
qwen25_7b,direct,tier1,completeness_vs_concision,PAIRED_HHR,0.0,0.0,0.0,7
qwen25_7b,direct,tier1,completeness_vs_concision,PAIRED_RSR,1.0,1.0,1.0,7
qwen25_7b,direct,tier1,correctness_vs_fluency,PAIRED_RETENTION,0.444,0.4,0.488,500
qwen25_7b,direct,tier1,correctness_vs_fluency,PAIRED_POR_C,0.5900900900900901,0.5653153153153153,0.6171171171171171,222
qwen25_7b,direct,tier1,correctness_vs_fluency,PAIRED_HHR,0.8198198198198198,0.7657657657657657,0.8693693693693694,222
qwen25_7b,direct,tier1,correctness_vs_fluency,PAIRED_RSR,0.18018018018018017,0.13063063063063063,0.23423423423423423,222
qwen25_7b,direct,tier1,evidence_vs_confidence,PAIRED_RETENTION,0.996,0.99,1.0,500
qwen25_7b,direct,tier1,evidence_vs_confidence,PAIRED_POR_C,0.5,0.5,0.5,498
qwen25_7b,direct,tier1,evidence_vs_confidence,PAIRED_HHR,1.0,1.0,1.0,498
qwen25_7b,direct,tier1,evidence_vs_confidence,PAIRED_RSR,0.0,0.0,0.0,498
qwen25_7b,direct,tier1,safety_vs_helpfulness,PAIRED_RETENTION,1.0,1.0,1.0,500
qwen25_7b,direct,tier1,safety_vs_helpfulness,PAIRED_POR_C,0.5,0.5,0.5,500
qwen25_7b,direct,tier1,safety_vs_helpfulness,PAIRED_HHR,1.0,1.0,1.0,500
qwen25_7b,direct,tier1,safety_vs_helpfulness,PAIRED_RSR,0.0,0.0,0.0,500
qwen25_7b,direct,tier1,substance_vs_format,PAIRED_RETENTION,0.602,0.56,0.644,500
qwen25_7b,direct,tier1,substance_vs_format,PAIRED_POR_C,0.5116279069767442,0.5049418604651162,0.5199335548172758,301
qwen25_7b,direct,tier1,substance_vs_format,PAIRED_HHR,0.9767441860465116,0.9601328903654485,0.9901162790697663,301
qwen25_7b,direct,tier1,substance_vs_format,PAIRED_RSR,0.023255813953488372,0.009883720930232633,0.03986710963455149,301
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RETENTION,0.63,0.5825,0.6775,400
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_POR_C,0.501984126984127,0.5,0.5059523809523809,252
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_HHR,0.996031746031746,0.9880952380952381,1.0,252
qwen25_7b,direct,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RSR,0.003968253968253968,0.0,0.011904761904761904,252
qwen25_7b,locked,tier1,citation_vs_informativeness,PAIRED_RETENTION,0.0,0.0,0.0,500
qwen25_7b,locked,tier1,citation_vs_informativeness,PAIRED_POR_C,,,,0
qwen25_7b,locked,tier1,citation_vs_informativeness,PAIRED_HHR,,,,0
qwen25_7b,locked,tier1,citation_vs_informativeness,PAIRED_RSR,,,,0
qwen25_7b,locked,tier1,completeness_vs_concision,PAIRED_RETENTION,0.356,0.314,0.398,500
qwen25_7b,locked,tier1,completeness_vs_concision,PAIRED_POR_C,0.9691011235955056,0.949438202247191,0.9859550561797753,178
qwen25_7b,locked,tier1,completeness_vs_concision,PAIRED_HHR,0.06179775280898876,0.028089887640449437,0.10112359550561797,178
qwen25_7b,locked,tier1,completeness_vs_concision,PAIRED_RSR,0.9382022471910112,0.898876404494382,0.9719101123595506,178
qwen25_7b,locked,tier1,correctness_vs_fluency,PAIRED_RETENTION,0.438,0.396,0.482,500
qwen25_7b,locked,tier1,correctness_vs_fluency,PAIRED_POR_C,0.5547945205479452,0.5342465753424658,0.5753424657534246,219
qwen25_7b,locked,tier1,correctness_vs_fluency,PAIRED_HHR,0.8904109589041096,0.8493150684931506,0.9315068493150684,219
qwen25_7b,locked,tier1,correctness_vs_fluency,PAIRED_RSR,0.1095890410958904,0.0684931506849315,0.1506849315068493,219
qwen25_7b,locked,tier1,evidence_vs_confidence,PAIRED_RETENTION,0.99,0.98,0.998,500
qwen25_7b,locked,tier1,evidence_vs_confidence,PAIRED_POR_C,0.5,0.5,0.5,495
qwen25_7b,locked,tier1,evidence_vs_confidence,PAIRED_HHR,1.0,1.0,1.0,495
qwen25_7b,locked,tier1,evidence_vs_confidence,PAIRED_RSR,0.0,0.0,0.0,495
qwen25_7b,locked,tier1,safety_vs_helpfulness,PAIRED_RETENTION,1.0,1.0,1.0,500
qwen25_7b,locked,tier1,safety_vs_helpfulness,PAIRED_POR_C,0.5,0.5,0.5,500
qwen25_7b,locked,tier1,safety_vs_helpfulness,PAIRED_HHR,1.0,1.0,1.0,500
qwen25_7b,locked,tier1,safety_vs_helpfulness,PAIRED_RSR,0.0,0.0,0.0,500
qwen25_7b,locked,tier1,substance_vs_format,PAIRED_RETENTION,0.542,0.498,0.586,500
qwen25_7b,locked,tier1,substance_vs_format,PAIRED_POR_C,0.5479704797047971,0.5313653136531366,0.566420664206642,271
qwen25_7b,locked,tier1,substance_vs_format,PAIRED_HHR,0.9040590405904059,0.8671586715867159,0.9372693726937269,271
qwen25_7b,locked,tier1,substance_vs_format,PAIRED_RSR,0.0959409594095941,0.06273062730627306,0.13284132841328414,271
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RETENTION,0.59,0.54,0.6375,400
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_POR_C,0.5063559322033898,0.5,0.5148305084745762,236
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_HHR,0.9872881355932204,0.9703389830508474,1.0,236
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,PAIRED_RSR,0.012711864406779662,0.0,0.029661016949152543,236
